iter	RMSE
396	2.73225471
397	2.72665466
398	2.724876648
399	2.719100264
400	2.71711619
401	2.714977123
402	2.709962718
403	2.708105449
404	2.704232331
405	2.701492097
406	2.699468406
407	2.694769102
408	2.689892455
409	2.688527167
410	2.683868349
411	2.681810958
412	2.679013431
413	2.677846823
414	2.675439067
415	2.670149865
416	2.664586637
417	2.662199263
418	2.655311243
419	2.653361634
420	2.645935504
421	2.639740332
422	2.635636066
423	2.634322274
424	2.632069058
425	2.625918674
426	2.620513293
427	2.619341261
428	2.616591421
429	2.61499847
430	2.613720136
431	2.612067621
432	2.610887065
433	2.608517863
434	2.60336116
435	2.599237743
436	2.592535898
437	2.590889386
438	2.588985186
439	2.5869397
440	2.585498805
441	2.579191908
442	2.573310214
443	2.571789623
444	2.566382937
445	2.564911248
446	2.559031607
447	2.55593753
448	2.553821258
449	2.549435016
450	2.54479172
451	2.543032193
452	2.538220402
453	2.536921988
454	2.534415802
455	2.531467905
456	2.527587262
457	2.521523473
458	2.519962673
459	2.516584508
460	2.51456331
461	2.513525725
462	2.51000663
463	2.504281742
464	2.501569481
465	2.497327933
466	2.495639607
467	2.490239679
468	2.484989378
469	2.483745718
470	2.482389732
471	2.480915091
472	2.478297325
473	2.472675074
474	2.469145324
475	2.463769116
476	2.46228833
477	2.459144742
478	2.457805984
479	2.45552608
480	2.454075235
481	2.452945172
482	2.451753823
483	2.449011404
484	2.446162547
485	2.443923287
486	2.441042859
487	2.436573437
488	2.434172435
489	2.429458751
490	2.427824925
491	2.422820891
492	2.42073342
493	2.415733034
494	2.412100725
495	2.410541835
496	2.405727076
497	2.401802343
498	2.399151526
499	2.396964691
500	2.393461202
501	2.391792655
502	2.390163587
503	2.385678013
504	2.384703481
505	2.382230216
506	2.378257997
507	2.373877292
508	2.372395286
509	2.368938272
510	2.367405214
511	2.363235846
512	2.36184806
513	2.358567322
514	2.357994979
515	2.354631762
516	2.350781648
517	2.349549642
518	2.344721105
519	2.342502031
520	2.341120865
521	2.338507775
522	2.335084579
523	2.332138634
524	2.33023389
525	2.328641666
526	2.325019212
527	2.322078218
528	2.318530573
529	2.315560051
530	2.312044076
531	2.309164237
532	2.306896151
533	2.303528664
534	2.301941983
535	2.299581102
536	2.296075682
537	2.292031107
538	2.290622793
539	2.28920906
540	2.284975993
541	2.282386037
542	2.280708251
543	2.278805941
544	2.276096125
545	2.274048086
546	2.272926324
547	2.269332094
548	2.265489897
549	2.260744454
550	2.259788582
551	2.256991022
552	2.254153654
553	2.252556019
554	2.250300761
555	2.247222056
556	2.244829457
557	2.242527328
558	2.238985286
559	2.236491505
560	2.233098677
561	2.230767138
562	2.22754545
563	2.224854253
564	2.222059246
565	2.218975004
566	2.215853935
567	2.212853154
568	2.210502023
569	2.20781967
570	2.20672637
571	2.203804799
572	2.201392166
573	2.199384221
574	2.197059967
575	2.195161956
576	2.193575832
577	2.190034157
578	2.186959394
579	2.185671109
580	2.183543889
581	2.180278888
582	2.177522588
583	2.174773938
584	2.171840637
585	2.169464805
586	2.167112809
587	2.164499672
588	2.161932335
589	2.159539944
590	2.157666792
591	2.154762721
592	2.152866378
593	2.150553529
594	2.148036375
595	2.145845073
596	2.144380745
597	2.141725733
598	2.139245652
599	2.136200913
600	2.133566682
601	2.13183686
602	2.129436972
603	2.127460529
604	2.124895898
605	2.122516076
606	2.121751324
607	2.1196947
608	2.117909725
609	2.116487175
610	2.113858105
611	2.112535652
612	2.110262983
613	2.107564067
614	2.105274452
615	2.103315986
616	2.101143447
617	2.099160645
618	2.098067367
619	2.095605477
620	2.093872831
621	2.092779322
622	2.089930021
623	2.088578887
624	2.086808624
625	2.084290055
626	2.082361042
627	2.079711893
628	2.078664304
629	2.076833968
630	2.074693068
631	2.07242117
632	2.070526322
633	2.069419544
634	2.066319524
635	2.064379917
636	2.062290282
637	2.060229806
638	2.058180033
639	2.055615374
640	2.05308078
641	2.051576675
642	2.04963946
643	2.048527757
644	2.045771835
645	2.04383611
646	2.040383646
647	2.038072964
648	2.035563545
649	2.033620643
650	2.032242439
651	2.030113875
652	2.027803363
653	2.025733544
654	2.023980241
655	2.022265992
656	2.020962333
657	2.018155008
658	2.015840682
659	2.013366929
660	2.010796596
661	2.009294685
662	2.00661383
663	2.005778071
664	2.003998405
665	2.002232949
666	2.000235075
667	1.998816386
668	1.997137062
669	1.995261977
670	1.993786733
671	1.991576482
672	1.990506372
673	1.987543846
674	1.986269573
675	1.984165077
676	1.982051136
677	1.980648889
678	1.978041107
679	1.976061482
680	1.974117456
681	1.971909565
682	1.97094856
683	1.969353248
684	1.968129768
685	1.966036585
686	1.963608585
687	1.961677394
688	1.960904707
689	1.959988013
690	1.957623639
691	1.955985849
692	1.954521507
693	1.952078361
694	1.950580269
695	1.949088309
696	1.946996199
697	1.94592991
698	1.944787372
699	1.943613297
700	1.943222546
701	1.941823386
702	1.940493229
703	1.938780533
704	1.937157364
705	1.935603124
706	1.933759539
707	1.932907925
708	1.931122908
709	1.929373424
710	1.926826189
711	1.924680086
712	1.922687263
713	1.92043124
714	1.918743246
715	1.917089384
716	1.915265649
717	1.914900018
718	1.91284367
719	1.912313104
720	1.910494289
721	1.908658315
722	1.907328632
723	1.905880673
724	1.904650506
725	1.903740079
726	1.902123386
727	1.901233717
728	1.898748648
729	1.898400691
730	1.896542026
731	1.896291584
732	1.894939397
733	1.893551358
734	1.892794968
735	1.892069879
736	1.890734118
737	1.889198125
738	1.888197504
739	1.887065377
740	1.885043196
741	1.883816712
742	1.88107279
743	1.878827209
744	1.876560278
745	1.874605039
746	1.872000084
747	1.870754798
748	1.869735009
749	1.868460641
750	1.866239258
751	1.86526095
752	1.863034934
753	1.861294686
754	1.860108932
755	1.858437459
756	1.85663739
757	1.855383676
758	1.853352192
759	1.851987413
760	1.850470855
761	1.849179681
762	1.848105134
763	1.846947829
764	1.846012385
765	1.845034163
766	1.842811514
767	1.841731253
768	1.841166102
769	1.839707275
770	1.838092567
771	1.836584082
772	1.83472055
773	1.832550358
774	1.83074479
775	1.828100864
776	1.826367586
777	1.824012188
778	1.822301814
779	1.821260093
780	1.819736634
781	1.81877027
782	1.817898496
783	1.816289211
784	1.815048751
785	1.814404385
786	1.813125522
787	1.81215784
788	1.8101282
789	1.808831483
790	1.806510657
791	1.805419239
792	1.804052772
793	1.802797256
794	1.801289166
795	1.800851694
796	1.7984763
797	1.79670033
798	1.795432297
799	1.793210585
800	1.791934091
801	1.78948654
802	1.788290512
803	1.786578911
804	1.785026661
805	1.78371124
806	1.782616289
807	1.780958256
808	1.77955269
809	1.778228193
810	1.776934176
811	1.77563668
812	1.774132851
813	1.77230733
814	1.770807377
815	1.769533081
816	1.768564809
817	1.766464721
818	1.765030005
819	1.764007284
820	1.762950369
821	1.761243731
822	1.759736097
823	1.758820654
824	1.7577464
825	1.756448383
826	1.755792683
827	1.754851037
828	1.753451378
829	1.75218861
830	1.750823255
831	1.748961232
832	1.74691657
833	1.745181157
834	1.743674751
835	1.742031562
836	1.741209565
837	1.739481423
838	1.73835027
839	1.737698107
840	1.736839814
841	1.73563524
842	1.734487144
843	1.733381008
844	1.732185206
845	1.731206084
846	1.729971149
847	1.729089073
848	1.727244399
849	1.726013112
850	1.723856291
851	1.722495018
852	1.721832287
853	1.719865224
854	1.71857957
855	1.717251937
856	1.715754036
857	1.713849977
858	1.71289315
859	1.712190125
860	1.710811821
861	1.709633021
862	1.708025775
863	1.70683856
864	1.705347665
865	1.703841402
866	1.702754975
867	1.701330558
868	1.70010247
869	1.699374686
870	1.698442617
871	1.69746251
872	1.696322399
873	1.694561919
874	1.692426817
875	1.691099134
876	1.68971095
877	1.688630786
878	1.687265522
879	1.686369036
880	1.686059203
881	1.68415642
882	1.682647752
883	1.681060631
884	1.679380681
885	1.678364195
886	1.676930893
887	1.675925528
888	1.674523915
889	1.673507777
890	1.671927668
891	1.67076167
892	1.669638901
893	1.669053887
894	1.667639296
895	1.666203785
896	1.665449849
897	1.664163963
898	1.662966748
899	1.661714781
900	1.660364384
901	1.658992713
902	1.658050054
903	1.656697359
904	1.655297442
905	1.654521677
906	1.653544164
907	1.65306674
908	1.65126003
909	1.650217299
910	1.648952234
911	1.64819896
912	1.646776937
913	1.645690111
914	1.644808409
915	1.644201003
916	1.643689296
917	1.642870363
918	1.641556945
919	1.640315701
920	1.639147424
921	1.638470647
922	1.637611348
923	1.636409515
924	1.634910823
925	1.633801669
926	1.632874872
927	1.631658471
928	1.630973196
929	1.630615354
930	1.629853427
931	1.628539464
932	1.627628972
933	1.626716767
934	1.625793758
935	1.62469031
936	1.623703897
937	1.622732157
938	1.621770551
939	1.620722423
940	1.619976621
941	1.618968756
942	1.618289609
943	1.617869746
944	1.617400244
945	1.616605805
946	1.6158482
947	1.614936902
948	1.613901427
949	1.61302062
950	1.61231616
951	1.611226181
952	1.610031356
953	1.608366942
954	1.607075784
955	1.60673453
956	1.606031355
957	1.605663804
958	1.604924376
959	1.604259456
960	1.603609175
961	1.602506885
962	1.601220379
963	1.600818053
964	1.599778451
965	1.598207529
966	1.596864129
967	1.595578342
968	1.594311877
969	1.593704061
970	1.592813863
971	1.592434211
972	1.59139399
973	1.59014513
974	1.589323337
975	1.588615
976	1.588060395
977	1.586807055
978	1.586306287
979	1.585451149
980	1.584931683
981	1.583582303
982	1.582181283
983	1.581289815
984	1.580075186
985	1.579049077
986	1.578135711
987	1.576740688
988	1.575392963
989	1.574931605
990	1.573747274
991	1.572654265
992	1.572031186
993	1.571223175
994	1.570626732
995	1.569311468
996	1.568562
997	1.567611856
998	1.566617724
999	1.565986989
1000	1.565508029
1001	1.564488514
1002	1.563757104
1003	1.562535677
1004	1.561258498
1005	1.560459081
1006	1.559704557
1007	1.55927907
1008	1.558429872
1009	1.557625268
1010	1.556815912
1011	1.556048504
1012	1.554801798
1013	1.554005304
1014	1.552805452
1015	1.551944606
1016	1.551153053
1017	1.550387131
1018	1.54947446
1019	1.548635914
1020	1.547980087
1021	1.547151882
1022	1.546421782
1023	1.54552898
1024	1.544666843
1025	1.543744134
1026	1.54267995
1027	1.542050622
1028	1.541082171
1029	1.540035332
1030	1.539329189
1031	1.538740185
1032	1.538200832
1033	1.537546684
1034	1.536628124
1035	1.536235034
1036	1.534652935
1037	1.534224206
1038	1.533119739
1039	1.532337555
1040	1.531304559
1041	1.530697245
1042	1.530051997
1043	1.529322266
1044	1.528479482
1045	1.527789479
1046	1.526776872
1047	1.525942273
1048	1.525049003
1049	1.524095655
1050	1.52371697
1051	1.523112521
1052	1.522372998
1053	1.521409702
1054	1.520826681
1055	1.519446082
1056	1.518476289
1057	1.517258157
1058	1.51652522
1059	1.515742989
1060	1.51513391
1061	1.514639698
1062	1.513756793
1063	1.513002619
1064	1.511608843
1065	1.511056177
1066	1.51015205
1067	1.509484567
1068	1.508840063
1069	1.508000065
1070	1.507187652
1071	1.506695839
1072	1.506058987
1073	1.505705206
1074	1.504577244
1075	1.503866895
1076	1.503483241
1077	1.502696393
1078	1.502122267
1079	1.501594554
1080	1.501033716
1081	1.500231844
1082	1.499506393
1083	1.499006198
1084	1.497879225
1085	1.497398347
1086	1.497206239
1087	1.496647206
1088	1.496057166
1089	1.495670787
1090	1.495236657
1091	1.494459008
1092	1.493973019
1093	1.492974518
1094	1.492462798
1095	1.491696439
1096	1.491203256
1097	1.490343057
1098	1.489900569
1099	1.489312877
1100	1.48879645
1101	1.488206956
1102	1.487368798
1103	1.48670206
1104	1.485371159
1105	1.48436085
1106	1.483826406
1107	1.483208502
1108	1.482518569
1109	1.48216383
1110	1.481530471
1111	1.480374115
1112	1.479997619
1113	1.479584816
1114	1.47925274
1115	1.478644878
1116	1.47757363
1117	1.47649411
1118	1.476003867
1119	1.475600482
1120	1.474832958
1121	1.473791867
1122	1.473299491
1123	1.472768009
1124	1.471708438
1125	1.470902374
1126	1.470520893
1127	1.469546374
1128	1.468810724
1129	1.467904081
1130	1.467219768
1131	1.466830179
1132	1.466069572
1133	1.465432586
1134	1.464959472
1135	1.463783722
1136	1.463249487
1137	1.462859086
1138	1.462379873
1139	1.46179783
1140	1.460881467
1141	1.4602454
1142	1.459575674
1143	1.459095609
1144	1.458643865
1145	1.458120381
1146	1.457587131
1147	1.456788294
1148	1.456264259
1149	1.45580042
1150	1.455155713
1151	1.454312596
1152	1.453935408
1153	1.453550215
1154	1.453511228
1155	1.452971706
1156	1.452335623
1157	1.45187712
1158	1.451614937
1159	1.451368613
1160	1.450524718
1161	1.45028741
1162	1.449581022
1163	1.449035939
1164	1.448747778
1165	1.447957799
1166	1.447140449
1167	1.446803374
1168	1.446336258
1169	1.44578183
1170	1.444954244
1171	1.444864789
1172	1.443911377
1173	1.443464041
1174	1.442940125
1175	1.44215829
1176	1.441259578
1177	1.44055814
1178	1.440124291
1179	1.439193267
1180	1.438871833
1181	1.438436134
1182	1.437531332
1183	1.437157508
1184	1.436778208
1185	1.436509155
1186	1.436020662
1187	1.43529207
1188	1.434940047
1189	1.434147169
1190	1.433704353
1191	1.433087862
1192	1.432184123
1193	1.431996907
1194	1.431634694
1195	1.431184542
1196	1.430740108
1197	1.43002572
1198	1.429079491
1199	1.428478656
1200	1.427881538
1201	1.427449433
1202	1.426811638
1203	1.426232634
1204	1.425330737
1205	1.424844121
1206	1.423915634
1207	1.42331008
1208	1.422661638
1209	1.422231147
1210	1.421553006
1211	1.42061633
1212	1.41964975
1213	1.418750665
1214	1.418060953
1215	1.417454249
1216	1.417025371
1217	1.416525437
1218	1.416156551
1219	1.415865416
1220	1.415251209
1221	1.41496897
1222	1.414480238
1223	1.413894521
1224	1.413586767
1225	1.413306623
1226	1.412986617
1227	1.41241699
1228	1.412076988
1229	1.411347116
1230	1.410995152
1231	1.410474991
1232	1.409721736
1233	1.409332373
1234	1.408470167
1235	1.408125847
1236	1.407269121
1237	1.406500661
1238	1.406150566
1239	1.405725922
1240	1.405249646
1241	1.404899212
1242	1.404292225
1243	1.403960388
1244	1.402949538
1245	1.40263469
1246	1.402333206
1247	1.401214532
1248	1.400315267
1249	1.399314497
1250	1.39881305
1251	1.398549859
1252	1.398019028
1253	1.397757212
1254	1.397559943
1255	1.397153082
1256	1.396396784
1257	1.396088011
1258	1.395349665
1259	1.394743303
1260	1.394418559
1261	1.394088629
1262	1.393800347
1263	1.393005935
1264	1.392603905
1265	1.392572797
1266	1.392014435
1267	1.391743699
1268	1.391527529
1269	1.391195383
1270	1.390485781
1271	1.390110496
1272	1.389865296
1273	1.389673226
1274	1.389255923
1275	1.388982072
1276	1.38810642
1277	1.387693372
1278	1.387306807
1279	1.387032665
1280	1.386706353
1281	1.385841059
1282	1.385723665
1283	1.384750411
1284	1.384386437
1285	1.3836924
1286	1.383236511
1287	1.382943284
1288	1.382827149
1289	1.38239641
1290	1.382006456
1291	1.381596882
1292	1.380905449
1293	1.380551932
1294	1.380142185
1295	1.379455715
1296	1.379088544
1297	1.378957218
1298	1.378596768
1299	1.378402669
1300	1.377879252
1301	1.377849856
1302	1.37733292
1303	1.377188352
1304	1.376916825
1305	1.376492916
1306	1.37636038
1307	1.376199705
1308	1.375770314
1309	1.375496929
1310	1.375323082
1311	1.37486058
1312	1.374357864
1313	1.374233412
1314	1.373495338
1315	1.373142332
1316	1.3727895
1317	1.372603759
1318	1.372034889
1319	1.371535341
1320	1.370922957
1321	1.370577641
1322	1.370268789
1323	1.369786721
1324	1.3690992
1325	1.368805004
1326	1.368188518
1327	1.367872998
1328	1.36752653
1329	1.366829127
1330	1.366626991
1331	1.365621462
1332	1.365213256
1333	1.364546815
1334	1.364105819
1335	1.363426692
1336	1.362784116
1337	1.362528449
1338	1.36204626
1339	1.361489887
1340	1.361158822
1341	1.360295793
1342	1.359859156
1343	1.359420217
1344	1.358761926
1345	1.358392908
1346	1.357722939
1347	1.357565754
1348	1.357311226
1349	1.356910654
1350	1.356414946
1351	1.356259472
1352	1.355871907
1353	1.355056176
1354	1.354698364
1355	1.354608352
1356	1.353966587
1357	1.353517817
1358	1.353352625
1359	1.353008461
1360	1.352603841
1361	1.352053304
1362	1.351706548
1363	1.35113905
1364	1.350893775
1365	1.350521197
1366	1.349627008
1367	1.348751682
1368	1.348544034
1369	1.34830906
1370	1.347615573
1371	1.346771668
1372	1.34640802
1373	1.346012677
1374	1.345587934
1375	1.34521382
1376	1.345030776
1377	1.344389147
1378	1.344032885
1379	1.343793106
1380	1.343588362
1381	1.34307163
1382	1.342731673
1383	1.342367818
1384	1.341924203
1385	1.341434666
1386	1.340907101
1387	1.340324902
1388	1.339745529
1389	1.339335195
1390	1.338995897
1391	1.338457168
1392	1.338218367
1393	1.337643164
1394	1.337303214
1395	1.337058427
1396	1.336605392
1397	1.33609635
1398	1.335789084
1399	1.335428023
1400	1.335279332
1401	1.334578211
1402	1.33403537
1403	1.333475688
1404	1.332935494
1405	1.332735825
1406	1.332284733
1407	1.331916963
1408	1.331407844
1409	1.330831222
1410	1.330388251
1411	1.329703701
1412	1.329227097
1413	1.328389821
1414	1.32768083
1415	1.327364995
1416	1.327014349
1417	1.326671779
1418	1.326449722
1419	1.325986554
1420	1.325767638
1421	1.325411746
1422	1.32485473
1423	1.324316321
1424	1.323567289
1425	1.323268151
1426	1.322797534
1427	1.322472854
1428	1.322200624
1429	1.321819382
1430	1.32151277
1431	1.32128653
1432	1.32090591
1433	1.320353056
1434	1.319789053
1435	1.319621601
1436	1.318932437
1437	1.318537121
1438	1.318202629
1439	1.318003865
1440	1.31771127
1441	1.317416861
1442	1.317161986
1443	1.316847819
1444	1.316378761
1445	1.316111711
1446	1.315647676
1447	1.315294771
1448	1.315214237
1449	1.314950659
1450	1.314491166
1451	1.314410622
1452	1.314112428
1453	1.313602198
1454	1.313293263
1455	1.312997767
1456	1.312289847
1457	1.311963194
1458	1.311582957
1459	1.311281321
1460	1.31090568
1461	1.3101119
1462	1.309822339
1463	1.30965853
1464	1.309387159
1465	1.308953325
1466	1.308665878
1467	1.308036379
1468	1.307469172
1469	1.30690229
1470	1.30651241
1471	1.306156047
1472	1.305870593
1473	1.305555376
1474	1.305137542
1475	1.304914639
1476	1.304785762
1477	1.304375364
1478	1.304074331
1479	1.30337913
1480	1.30307903
1481	1.302620107
1482	1.302401536
1483	1.302345653
1484	1.301693827
1485	1.301003586
1486	1.30045893
1487	1.300099753
1488	1.299518213
1489	1.299217818
1490	1.298987323
1491	1.298666493
1492	1.298352447
1493	1.298008237
1494	1.297797382
1495	1.297556121
1496	1.2971121
1497	1.296706325
1498	1.296459405
1499	1.296012951
